"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06612/combined-notice-of-filings","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06612.pdf","04/04/2017","","Combined Notice of Filings","",""
"Notice.","Health and Human Services Department; National Institutes of Health","","04/19/2017","","https://www.federalregister.gov/documents/2017/04/04/2017-06546/prospective-grant-of-exclusive-patent-license-development-and-commercialization-of-peptides","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06546.pdf","04/04/2017","","Prospective Grant of Exclusive Patent License: Development and Commercialization of Peptides Promoting Lipid Efflux for the Treatment of Hypertriglyceridemia, With or Without Concomitant Metabolic Syndrome","","The National Heart, Lung, and Blood Institute (NHLBI), an institute of the National Institutes of Health; an agency within the Department of Health and Human Services, is contemplating the grant of an exclusive patent license to commercialize the invention(s) embodied in the intellectual property estate stated in the Summary Information section of this notice to Corvidia Therapeutics Inc. (Corvidia) located in Waltham, MA and incorporated under the laws of Delaware."
"Notice of Federal Advisory Committee meeting.","Defense Department; Office of the Secretary","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06638/defense-business-board-notice-of-federal-advisory-committee-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06638.pdf","04/04/2017","","Defense Business Board; Notice of Federal Advisory Committee Meeting","","The Department of Defense (DoD) is publishing this notice to announce that the following Federal Advisory Committee meeting of the Defense Business Board will take place."
"Notice.","International Trade Commission","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06637/certain-carbon-and-alloy-steel-products-commission-determination-with-respect-to-the-procedure-for","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06637.pdf","04/04/2017","","Certain Carbon and Alloy Steel Products; Commission Determination With Respect to the Procedure for the April 20, 2017, Oral Argument","","Notice is hereby given that the U.S. International Trade Commission has determined to conduct the April 20, 2017, oral argument, see 82 FR 13133-34 (Mar. 9, 2017), in accordance with the procedure set forth herein."
"Notice.","Health and Human Services Department; National Institutes of Health","","04/19/2017","","https://www.federalregister.gov/documents/2017/04/04/2017-06545/prospective-grant-of-start-up-exclusive-evaluation-option-patent-license-the-development-and-use-of","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06545.pdf","04/04/2017","","Prospective Grant of Start-up Exclusive Evaluation Option Patent License: “The Development and Use of Diazeniumdiolated and Hybrid Diazeniumdiolated Compounds for the Treatment of Ovarian Cancer in Humans”","","The National Cancer Institute, an institute of the National Institutes of Health, Department of Health and Human Services, is contemplating the grant of a Start-up Exclusive Evaluation Option License to practice the inventions embodied in the Patents and Patent Applications listed in the Supplementary Information section of this notice to Tar Meta Biosciences, Inc. (``TarMeta'') located in King of Prussia, PA, USA."
"","Commerce Department; International Trade Administration","","","04/04/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06626/certain-carbon-and-alloy-steel-cut-to-length-plate-from-belgium-final-determination-of-sales-at-less","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06626.pdf","04/04/2017","","Certain Carbon and Alloy Steel Cut-To-Length Plate From Belgium: Final Determination of Sales at Less Than Fair Value and Final Determination of Critical Circumstances, in Part","","The Department of Commerce (the Department) determines that certain carbon and alloy steel cut-to-length plate (CTL plate) from Belgium is being, or is likely to be, sold in the United States at less than fair value (LTFV). In addition, we determine that critical circumstances exist with respect to imports of the subject merchandise. The period of investigation (POI) is April 1, 2015, through March 31, 2016. The final dumping margins of sales at LTFV are listed below in the ``Final Determination'' section of this notice."
"","Commerce Department; International Trade Administration","","","04/04/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06634/certain-carbon-and-alloy-steel-cut-to-length-plate-from-austria-final-determination-of-sales-at-less","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06634.pdf","04/04/2017","","Certain Carbon and Alloy Steel Cut-To-Length Plate From Austria: Final Determination of Sales at Less Than Fair Value and Final Affirmative Determination of Critical Circumstances","","The Department of Commerce (the Department) determines that certain carbon and alloy steel cut-to-length plate (CTL plate) from Austria is being, or is likely to be, sold in the United States at less than fair value (LTFV). In addition, we determine that critical circumstances exist with respect to voestalpine, but not for all-other Austrian producers, imports, or exports of the subject merchandise. The period of investigation (POI) is April 1, 2015, through March 31, 2016. The final dumping margins of sales at LTFV are listed below in the ``Final Determination'' section of this notice."
"Final rule.","Interior Department; Fish and Wildlife Service","","","03/31/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06592/migratory-bird-subsistence-harvest-in-alaska-harvest-regulations-for-migratory-birds-in-alaska","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06592.pdf","04/04/2017","","Migratory Bird Subsistence Harvest in Alaska; Harvest Regulations for Migratory Birds in Alaska During the 2017 Season","Hunting; Treaties; Wildlife","The U.S. Fish and Wildlife Service (Service or we) is establishing migratory bird subsistence harvest regulations in Alaska for the 2017 season. These regulations allow for the continuation of customary and traditional subsistence uses of migratory birds in Alaska and prescribe regional information on when and where the harvesting of birds may occur. These regulations were developed under a co-management process involving the Service, the Alaska Department of Fish and Game, and Alaska Native representatives. The rulemaking is necessary because the regulations governing the subsistence harvest of migratory birds in Alaska are subject to annual review. This rulemaking establishes region-specific regulations that go into effect on March 31, 2017, and expire on August 31, 2017."
"Final rule.","Federal Maritime Commission","","","05/05/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06557/amendments-to-regulations-governing-service-contracts-and-nvocc-service-arrangements","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06557.pdf","04/04/2017","","Amendments to Regulations Governing Service Contracts and NVOCC Service Arrangements","Freight; Maritime carriers; Reporting and recordkeeping requirements","The Federal Maritime Commission (FMC or Commission) amends its rules governing Service Contracts and NVOCC Service Arrangements. The rule is intended to update and modernize the Commission's regulations and reduce the regulatory burden."
"","Commerce Department; International Trade Administration","","","04/04/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06632/certain-carbon-and-alloy-steel-cut-to-length-plate-from-the-republic-of-korea-final-affirmative","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06632.pdf","04/04/2017","","Certain Carbon and Alloy Steel Cut-To-Length Plate From the Republic of Korea: Final Affirmative Countervailing Duty Determination and Final Negative Critical Circumstances Determination","","The Department of Commerce (the Department) determines that countervailable subsidies are being provided to producers/exporters of certain carbon and alloy steel cut-to-length plate (CTL plate) from the Republic of Korea (Korea). In addition, we continue to find that critical circumstances do not exist with respect to POSCO, POSCO-Daewoo Corporation, and all-other producers/exporters from Korea. The period of investigation is January 1, 2015, through December 31, 2015. For information on the estimated subsidy rates, see the ``Final Determination and Suspension of Liquidation'' section of this notice."
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06690/sunshine-act-meeting","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06690.pdf","04/04/2017","","Sunshine Act Meeting","",""
"","Securities and Exchange Commission","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06561/self-regulatory-organizations-ise-mercury-llc-notice-of-filing-and-immediate-effectiveness-of","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06561.pdf","04/04/2017","03/29/2017","Self-Regulatory Organizations; ISE Mercury, LLC; Notice of Filing and Immediate Effectiveness of Proposed Rule Change To Rename the Exchange as Nasdaq MRX, LLC","",""
"Proposed rule; notice of withdrawal.","State Department","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06558/intercountry-adoptions","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06558.pdf","04/04/2017","","Intercountry Adoptions","","The Department of State (Department) published a notice of proposed rulemaking (NPRM) on September 8, 2016, proposing to amend its regulations implementing the 1993 Hague Convention on Protection of Children and Co-operation in Respect of Intercountry Adoption and the Intercountry Adoption Act of 2000. 81 FR 62322. The Department hereby withdraws that action. The comments provided in response to the NPRM will be considered in drafting a new rule, which is expected to be published later this year."
"Temporary rule; reallocation.","Commerce Department; National Oceanic and Atmospheric Administration","","","03/31/2017","https://www.federalregister.gov/documents/2017/04/04/2017-06644/fisheries-of-the-exclusive-economic-zone-off-alaska-reallocation-of-pacific-cod-in-the-central","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06644.pdf","04/04/2017","","Fisheries of the Exclusive Economic Zone Off Alaska; Reallocation of Pacific Cod in the Central Regulatory Area of the Gulf of Alaska","","NMFS is reallocating the projected unused amount of Pacific cod from catcher vessels using trawl gear to vessels using pot gear in the Central Regulatory Area of the Gulf of Alaska (GOA). This action is necessary to allow the A season apportionment of the 2017 total allowable catch of Pacific cod to be harvested."
"","Justice Department; Antitrust Division","","","","https://www.federalregister.gov/documents/2017/04/04/2017-06586/notice-pursuant-to-the-national-cooperative-research-and-production-act-of-1993-cooperative-research","https://www.gpo.gov/fdsys/pkg/FR-2017-04-04/pdf/2017-06586.pdf","04/04/2017","","Notice Pursuant to the National Cooperative Research and Production Act of 1993-Cooperative Research Group on ROS-Industrial Consortium-Americas","",""
