"action","agency_names","comment_url","comments_close_on","effective_on","html_url","pdf_url","publication_date","signing_date","title","topics","abstract"
"Notice.","Interior Department; Office of the Secretary","","04/18/2017","","https://www.federalregister.gov/documents/2017/04/03/2017-06542/royalty-policy-committee-establishment-request-for-nominations","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06542.pdf","04/03/2017","","Royalty Policy Committee Establishment; Request for Nominations","","The U.S. Department of the Interior (DOI) is establishing and seeking nominations for the Royalty Policy Committee (Committee). The Committee will provide advice to the Secretary on the fair market value of, and the collection of revenues derived from, the development of energy and mineral resources on Federal and Indian lands."
"Notice of public meeting and request for comments.","Agriculture Department; Food Safety and Inspection Service","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06523/codex-alimentarius-commission-meeting-of-the-codex-committee-on-methods-of-analysis-and-sampling","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06523.pdf","04/03/2017","","Codex Alimentarius Commission: Meeting of the Codex Committee on Methods of Analysis and Sampling","","The Office of Food Safety, U.S. Department of Agriculture (USDA), and the Food and Drug Administration (FDA), Center for Food Safety and Applied Nutrition (CFSAN) are sponsoring a public meeting on April 7, 2017. The objective of the public meeting is to provide information and receive public comments on agenda items and draft United States (U.S.) positions to be discussed at the 38th Session of the Codex Committee on Methods of Analysis and Sampling (CCMAS) of the Codex Alimentarius Commission (Codex), taking place in Budapest, Hungary, between May 8 and 12, 2017. The Administrator and Acting Deputy Under Secretary, Office of Food Safety, Office of Food Safety and the FDA recognize the importance of providing interested parties with the opportunity to obtain background information on the 38th Session of the CCMAS and to address items on the agenda."
"","Commerce Department; International Trade Administration","","","04/03/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06489/stainless-steel-sheet-and-strip-from-the-peoples-republic-of-china-countervailing-duty-order","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06489.pdf","04/03/2017","","Stainless Steel Sheet and Strip From the People's Republic of China: Countervailing Duty Order","","Based on affirmative final determinations by the Department of Commerce (the Department) and the International Trade Commission (ITC), the Department is issuing a countervailing duty order on stainless steel sheet and strip from the People's Republic of China."
"Final rule.","Health and Human Services Department; Centers for Medicare & Medicaid Services","","","06/02/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06538/medicaid-program-disproportionate-share-hospital-payments-treatment-of-third-party-payers-in","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06538.pdf","04/03/2017","","Medicaid Program; Disproportionate Share Hospital Payments-Treatment of Third Party Payers in Calculating Uncompensated Care Costs","Accounting; Administrative practice and procedure; Drugs; Grant programs-health; Health facilities; Health professions; Medicaid; Reporting and recordkeeping requirements; Rural areas","This final rule addresses the hospital-specific limitation on Medicaid disproportionate share hospital (DSH) payments under section 1923(g)(1)(A) of the Social Security Act (Act), and the application of such limitation in the annual DSH audits required under section 1923(j) of the Act, by clarifying that the hospital-specific DSH limit is based only on uncompensated care costs. Specifically, this rule makes explicit in the text of the regulation, an existing interpretation that uncompensated care costs include only those costs for Medicaid eligible individuals that remain after accounting for payments made to hospitals by or on behalf of Medicaid eligible individuals, including Medicare and other third party payments that compensate the hospitals for care furnished to such individuals. As a result, the hospital-specific limit calculation will reflect only the costs for Medicaid eligible individuals for which the hospital has not received payment from any source."
"Proposed subsequent arrangement.","Energy Department","","","04/18/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06543/proposed-subsequent-arrangement","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06543.pdf","04/03/2017","","Proposed Subsequent Arrangement","","This document is being issued under the authority of the Atomic Energy Act of 1954, as amended. The Department is providing notice of a proposed subsequent arrangement under the Agreement for Cooperation in the Peaceful Uses of Nuclear Energy between the United States and the European Atomic Energy Community (Euratom)."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06415/combined-notice-of-filings-1","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06415.pdf","04/03/2017","","Combined Notice of Filings #1","",""
"Notice.","Defense Department; Navy Department","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06454/notice-of-intent-to-grant-exclusive-patent-license-epitracker-inc","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06454.pdf","04/03/2017","","Notice of Intent To Grant Exclusive Patent License; Epitracker, Inc.","","The Department of the Navy hereby gives notice of its intent to grant to Epitracker, Inc. a revocable, nonassignable, exclusive license to practice the Government-Owned inventions described in the following U.S. Patent Applications: U.S. Patent Application No. 14/ 591660 (Navy Case No. 103395; U.S. Patent No. 9561206) titled ``Use of Heptadecanoic Acid (C17:0) to Detect Risk of and Treat Hyperferritinemia and Metabolic Syndrome''; U.S. Patent Application No. 14/980304 (Navy Case No. 103856) titled ``Heptadecanoic Acid Supplement to Human Diet''; U.S. Patent Application No. 14/980695 (Navy Case No. 103854) titled ``Method for Detecting Risk Factor for Metabolic Syndrome or Hyperferritinemia''; U.S. Patent Application No. 14/981130 (Navy Case No. 103855) titled ``Method for Treating Metabolic Syndrome''; U.S. Patent Application No. 15/030031 (Navy Case No. 105202) titled ``Compositions and methods for diagnosis and treatment of metabolic syndrome''; U.S. Patent Application No. 15/393771 (Navy Case No. 104602) titled ``Compositions and methods for diagnosis and treatment of anemia''; and U.S. Patent Application No. 15/393799 (Navy Case No. 105245) titled ``Compositions and methods for diagnosis and treatment of inflammation''; as well as any patent issuing thereon, any corresponding foreign patent applications and any foreign patent issuing thereon, and any re-issue, substitution, continuation (but not a continuation-in-part), or division thereof (to the extent that the inventions in the applications are claimed in the parent application on the effective date of the license.)"
"Notice of orders.","Energy Department","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06544/orders-granting-authority-to-import-and-export-natural-gas-to-import-and-export-liquefied-natural","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06544.pdf","04/03/2017","","Orders Granting Authority To Import and Export Natural Gas, To Import and Export Liquefied Natural Gas, Amending Authority, Vacating Authority, Request for Rehearing and Motion for Leave To Answer, and Errata During January 2017","","The Office of Fossil Energy (FE) of the Department of Energy gives notice that during January 2017, it issued orders granting authority to import and export natural gas, to import and export liquefied natural gas (LNG), amending authority, vacating authority, Request for Rehearing and Motion for Leave to Answer, and Errata. These orders are summarized in the attached appendix and may be found on the FE Web site at http://energy.gov/fe/listing-doefe-authorizationsorders- issued-2017. They are also available for inspection and copying in the U.S. Department of Energy (FE-34), Division of Natural Gas Regulation, Office of Regulation and International Engagement, Office of Fossil Energy, Docket Room 3E-033, Forrestal Building, 1000 Independence Avenue SW., Washington, DC 20585, (202) 586-9478. The Docket Room is open between the hours of 8:00 a.m. and 4:30 p.m., Monday through Friday, except Federal holidays."
"Temporary rule; closure.","Commerce Department; National Oceanic and Atmospheric Administration","","","03/29/2017","https://www.federalregister.gov/documents/2017/04/03/2017-06405/atlantic-highly-migratory-species-atlantic-bluefin-tuna-fisheries-general-category-fishery","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06405.pdf","04/03/2017","","Atlantic Highly Migratory Species; Atlantic Bluefin Tuna Fisheries; General Category Fishery","","NMFS closes the coastwide General category fishery for large medium and giant Atlantic bluefin tuna (BFT) until the General category reopens on June 1, 2017. This action is being taken to prevent any further overharvest of the available adjusted General category January 2017 BFT subquota."
"","Energy Department; Federal Energy Regulatory Commission","","","","https://www.federalregister.gov/documents/2017/04/03/2017-06421/empire-district-electric-company-notice-of-intent-to-file-license-application-filing-of","https://www.gpo.gov/fdsys/pkg/FR-2017-04-03/pdf/2017-06421.pdf","04/03/2017","","Empire District Electric Company; Notice of Intent To File License Application, Filing of Pre-Application Document (PAD), Commencement of Pre-Filing Process, and Scoping; Request for Comments on the PAD and Scoping Document, and Identification of Issues and Associated Study Requests","",""
